2020-03-07 05:14:18 	nullroot 	wei592628 	I am null_whoami
2021-01-29 00:09:36 	lengmo 	Shutd0wn 	I have thought of a new product and the operation model of this product in the past two days
2021-01-29 00:09:59 	lengmo 	Shutd0wn 	It is also a model for technology realization
2021-01-29 01:09:07 	Shutd0wn 	lengmo 	Well, how to do it specifically
2021-01-29 01:10:06 	Shutd0wn 	lengmo 	
2021-01-29 01:34:00 	lengmo 	Shutd0wn 	
2021-01-29 01:36:48 	Shutd0wn 	lengmo 	
2021-01-29 01:37:09 	Shutd0wn 	lengmo 	I will call you shortly
2021-01-29 01:37:18 	lengmo 	Shutd0wn 	Hmm
2021-01-29 02:28:35 	lengmo 	Shutd0wn 	1. Annual Case White Paper 2. Network Case Investigation Training System
2021-01-29 02:29:21 	Shutd0wn 	lengmo 	I will think about it first and communicate in the afternoon
2021-01-29 02:37:38 	lengmo 	Shutd0wn 	Hmm
2021-01-29 05:52:30 	Shutd0wn 	lengmo 	These two outputs will not require us to invest too much
2021-01-29 05:52:40 	Shutd0wn 	lengmo 	In principle, there is no need to increase resources for research and development
2021-01-29 05:52:50 	Shutd0wn 	lengmo 	Open up the resources of the technical department and the service department to make products
2021-01-29 07:12:16 	lengmo 	Shutd0wn 	Just landed
2021-01-29 07:12:21 	lengmo 	Shutd0wn 	No need
2021-01-29 08:30:01 	lengmo 	Shutd0wn 	HR said that DingTalk’s management process and technical lines need to be changed? I don’t think it matters about administrative management. I have to keep an eye on the technical resource review and the network security client resource review
2021-01-29 08:31: 10 	lengmo 	Shutd0wn 	Otherwise, I don’t even know where sales are going, what projects are going on, and I can’t coordinate the entire industry
2021-01-29 08:31:21 	Shutd0wn 	lengmo 	Is there an Internet security line?
2021-01-29 08:31:27 	lengmo 	Shutd0wn 	Hmm
2021-01-29 08:31:31 	lengmo 	Shutd0wn 	I don’t care about the rest
2021-01-29 08:31:41 	Shutd0wn 	lengmo 	The Internet security line passes through East China and then passes through you
2021-01-29 08:31:43 	Shutd0wn 	lengmo 	How
2021-01-29 08:32:14 	Shutd0wn 	lengmo 	I hope you focus on external affairs
2021-01-29 08:32:22 	Shutd0wn 	lengmo 	You can monitor and audit internally
2021-01-29 08:32:27 	Shutd0wn 	lengmo 	Don't worry about it
2021-01-29 08:32:44 	Shutd0wn 	lengmo 	Everyone has limited energy, and if you manage too much, you will not be able to manage it well
2021-01-29 08:33:45 	lengmo 	Shutd0wn 	My approval process only looks at the resources and customer status of the sales application.
2021-01-29 08:33:54 	lengmo 	Shutd0wn 	Look at the needs of network security in various places
2021-01-29 08:33:58 	Shutd0wn 	lengmo 	Hmm
2021-01-29 08:34:28 	lengmo 	Shutd0wn 	Also understand the sales follow-up market situation
2021-01-29 08:34:50 	Shutd0wn 	lengmo 	
2021-01-29 08:38:29 	lengmo 	Shutd0wn 	Hmm
2021-01-30 02:14:20 	lengmo 	Shutd0wn 	I heard that other groups in the technical department are dissatisfied with the matter of Huang Le's transfer of people
2021-01-30 03:27:12 	Shutd0wn 	lengmo 	It doesn’t matter
2021-01-30 03:28:06 	Shutd0wn 	lengmo 	Recently I will sort out my thoughts on technology construction, and send it to WeChat when I think of it, so that everyone can communicate during this holiday
2021-01-30 03:28: 45 	Shutd0wn 	lengmo 	The biggest problem in the technical department now is that there is no general leader
2021-01-30 03:33:11 	lengmo 	Shutd0wn 	In fact, everyone can understand that the old employees are actually dedicated to doing things for the company, but everyone has difficulties in their respective positions, and it is not easy for anyone.
2021-01-30 03:33:34 	lengmo 	Shutd0wn 	From the perspective of company operations, it is actually a matter of internal coordination and process docking
2021-01-30 03:34:12 	lengmo 	Shutd0wn 	The technical department has been quite stable in recent years, and the old employees have not changed much
2021-01-30 03:35:12 	lengmo 	Shutd0wn 	The problem Huang Le mentioned is actually a problem of process docking. In the short term, special persons can be arranged to connect with each group. After more people are involved in the research, two or three people can be connected in a group.
2021-01-30 03:37:48 	Shutd0wn 	lengmo 	Are the two methods parallel? The short-term solution to immediate work problems, and the long-term problem of team building
2021-01-30 03:40:23 	lengmo 	Shutd0wn 	The task at hand is to connect with a dedicated person. After the task is taken over, the research team will make overall arrangements and allocations, and then provide feedback
2021-01-30 03:41:06 	lengmo 	Shutd0wn 	Nowadays, many people are looking for Gong Tao or someone they are familiar with, but Gong Tao alone cannot take on so many jobs or have so many counterparts
2021-02-02 02:16:49 	lengmo 	Shutd0wn 	
2021-02-02 02:17:02 	lengmo 	Shutd0wn 	[Broken]
2021-02-02 02:17:44 	Shutd0wn 	lengmo 	Unsatisfactory performance
2021-02-02 02:19:10 	Shutd0wn 	lengmo 	Please explain to her that the salary will be rescheduled at the end of this year, and annual salary increases are unreasonable.
2021-02-02 02:19:47 	lengmo 	Shutd0wn 	How will the year-end bonus and salary increase be determined specifically this year?
2021-02-02 02:20:01 	lengmo 	Shutd0wn 	Not to explain
2021-02-02 02:21:09 	Shutd0wn 	lengmo 	Two groups and three groups, case support, some people have salary increases and bonuses. The 4 new people in sales fine-tuned it a little bit. Nothing else was moved.
2021-02-02 02:23:23 	lengmo 	Shutd0wn 	What about the year-end bonus?
2021-02-02 02:23:45 	lengmo 	Shutd0wn 	Except for sales, the commission is normal
2021-02-02 02:23:46 	Shutd0wn 	lengmo 	No
2021-02-02 02:23:56 	lengmo 	Shutd0wn 	Are there no others?
2021-02-02 02:24:40 	Shutd0wn 	lengmo 	Commissions are distributed normally, executive assessment bonuses are distributed in batches, and all employees with 13 salaries are not paid,
2021-02-02 02:26:05 	Shutd0wn 	lengmo 	We have not cut wages during the epidemic
2021-02-02 02:26:07 	lengmo 	Shutd0wn 	In the future, commissions and year-end bonuses, depending on the nature of our company, can actually be issued in the middle of the second year
2021-02-02 02:26:10	Shutd0wn 	lengmo 	Most companies have discounts during the epidemic
2021-02-02 02:26:27 	lengmo 	Shutd0wn 	After all, there was heavy financial pressure in the first half of the year
2021-02-02 02:26:34 	Shutd0wn 	lengmo 	Hmm
2021-02-02 02:26:36 	lengmo 	Shutd0wn 	This can relieve stress
2021-02-02 02:27:08 	lengmo 	Shutd0wn 	The year-end bonus is postponed, and the issue of personnel resignation can also be postponed
2021-02-02 02:27:17 	Shutd0wn 	lengmo 	This can be done. This can be done in 21 years. I will go back and let everyone know in advance
2021-02-02 02:27:35 	lengmo 	Shutd0wn 	Or half and half
2021-02-02 02:28:00 	lengmo 	Shutd0wn 	It can relieve the pressure in the second year
2021-02-02 02:28:23 	lengmo 	Shutd0wn 	According to proportion
2021-02-02 02:29:10 	Shutd0wn 	lengmo 	To be honest, the epidemic must have caused losses to the company, at least 2-3 months, which converted into funds is 6 million+
2021-02-02 02: 29:22 	lengmo 	Shutd0wn 	Hmm
2021-02-02 02:29:41 	Shutd0wn 	lengmo 	If you can’t understand and accept this, then there is no need to stay
2021-02-02 02:29:43 	lengmo 	Shutd0wn 	It seems that our wages were not reduced in March 23
2021-02-02 02:29:48 	Shutd0wn 	lengmo 	Not a dime
2021-02-02 02:30:23 	Shutd0wn 	lengmo 	The main thing is really to consider everyone’s life, many of them have to pay off mortgages, car loans and so on
2021-02-02 02:30:41 	Shutd0wn 	lengmo 	The decision was made to cut 13 salary based on comprehensive circumstances
2021-02-02 02:32:18 	lengmo 	Shutd0wn 	This is only for this year. When explaining to everyone, it should not be like this next year
2021-02-02 02:32:33 	Shutd0wn 	lengmo 	Yes
2021-02-02 02:32:47 	lengmo 	Shutd0wn 	I think everyone should be able to understand
2021-02-02 02:33:08 	lengmo 	Shutd0wn 	After all, during this year’s epidemic, we have not laid off any employees or only paid basic wages
2021-02-02 02:36:33 	Shutd0wn 	lengmo 	Hold on, let’s get past some inappropriate people
2021-02-02 02:36:45 	Shutd0wn 	lengmo 	Nothing has been done in research and development
2021-02-02 02:37:32 	lengmo 	Shutd0wn 	Have East China communicated with the technical line in advance?
2021-02-02 02:37:36 	lengmo 	Shutd0wn 	Just like the team leader
2021-02-02 02:38:15 	Shutd0wn 	lengmo 	Talked to East China in advance
2021-02-02 02:38:51 	Shutd0wn 	lengmo 	Group 2 and Group 3 service centers, I communicated and confirmed separately
2021-02-02 02:39:40 	lengmo 	Shutd0wn 	Just said it all
2021-02-02 02:39:54 	lengmo 	Shutd0wn 	I will also explain it to everyone when I have a meeting with everyone
2021-02-02 02:39:56 	Shutd0wn 	lengmo 	
2021-02-02 02:46:31 	lengmo 	Shutd0wn 	HR said that there are more people asking questions from the Information Management Department and R&D
2021-02-02 02:46:59 	Shutd0wn 	lengmo 	No problem, reply normally
2021-02-02 02:51:25 	Shutd0wn 	lengmo 	Has the network security installation been switched to the Sichuan company?
2021-02-02 02:54:09 	lengmo 	Shutd0wn 	I have told the ministry that it can be cut, and now we have to wait for the official announcement from the ministry
2021-02-02 02:54:27 	lengmo 	Shutd0wn 	The ministry asked me some time ago... I told the ministry
2021-02-02 02:54:37 	Shutd0wn 	lengmo 	Hmm
2021-02-02 03:04:45 	lengmo 	Shutd0wn 	On the issue of year-end bonuses and salary increases, should we make it clear to everyone or imply that only some people will be rewarded? I'm afraid that if there is a unified explanation and there is no such thing, this will definitely leak out, and I will probably know... but is it bad?
2021-02-02 03:08 :19 	Shutd0wn 	lengmo 	
2021-02-02 03:13:36 	lengmo 	Shutd0wn 	Well...that's what I mean...
2021-02-02 03:14:12 	lengmo 	Shutd0wn 	HR also has a suggestion that you can set a salary increase for seniority...for one year, add 50 or 80 or something
2021-02-02 03:14 :32 	Shutd0wn 	lengmo 	It doesn’t have to be so complicated, just these hundreds of people
2021-02-02 03:14:45 	Shutd0wn 	lengmo 	HR is looking for things to do when there is nothing to do, so there is no need to do this
2021-02-02 03:16:25 	lengmo 	Shutd0wn 	The main reason for this is to retain people... I feel that those who have been in the company for a long time can add points every year
2021-02-02 03:32:10 	Shutd0wn 	lengmo 	Don’t rush to formulate a system now, you can actually implement it for two years and then form a system
2021-02-02 07:53:39 	lengmo 	Shutd0wn 	By the way, is Xu Qian’s salary adjusted for this promotion?··
2021-02-02 07:53:58 	Shutd0wn 	lengmo 	No
2021-02-02 07:54:39 	lengmo 	Shutd0wn 	Look at the fine-tuning of 200? What do you mean?
2021-02-02 07:55:32 	Shutd0wn 	lengmo 	Stop fussing
2021-02-02 07:58:16 	lengmo 	Shutd0wn 	How to explain this...either everyone in the sales department has been transferred, or it is just embarrassing...after all, they have been promoted...flying dozens of times a year...
2021-02-02 07:58:42 	lengmo 	Shutd0wn 	Sales Department Qin Xiaoxi and the others have commissions from business contracts and so on...
2021-02-02 07:58:55 	lengmo 	Shutd0wn 	Why don't they? I think this should be cancelled
2021-02-02 07:59:09 	Shutd0wn 	lengmo 	Don’t talk without numbers
2021-02-02 07:59:31 	lengmo 	Shutd0wn 	If you make a contract, you will receive a salary... Why do you need to commission based on the performance of the sales department?
2021-02-02 07:59:39	lengmo 	Shutd0wn 	Has Qin Xiaoxi lost his performance?
2021-02-02 08:00:09 	lengmo 	Shutd0wn 	It just needs to be fair...or don't send it at all...it's best...and save money...
2021-02-02 08:00:09	Shutd0wn 	lengmo 	That’s how the system is set
2021-02-02 08:00:20 	lengmo 	Shutd0wn 	Isn’t that the same thing?
2021-02-02 08:00:46 	lengmo 	Shutd0wn 	Is the system fair? And Xu Qian and the others also posted it last year
2021-02-02 08:01:05 	Shutd0wn 	lengmo 	Either let her stop taking salary and calculate it according to the project
2021-02-02 08:01:29 	Shutd0wn 	lengmo 	Do you still want to discuss matters within your scope?
2021-02-02 08:01:51 	lengmo 	Shutd0wn 	Isn’t it Qin Xiaoxi’s responsibility?
2021-02-02 08:02:06 	Shutd0wn 	lengmo 	This is how the system is set
2021-02-02 08:02:30 	Shutd0wn 	lengmo 	I want to admit it, and her salary is not high
2021-02-02 08:02:47 	Shutd0wn 	lengmo 	On average, it is still not as high as Xu Qiangao
2021-02-02 08:02:50 	lengmo 	Shutd0wn 	She doesn’t want social entertainment either
2021-02-02 08:02:57 	lengmo 	Shutd0wn 	And business trips
2021-02-02 08:03:10 	Shutd0wn 	lengmo 	If you don’t want to come out, don’t come out
2021-02-02 08:04:05 	Shutd0wn 	lengmo 	It’s unfair to mention it to Xu Qian
2021-02-02 08:04:13 	lengmo 	Shutd0wn 	Not for Xu Qian
2021-02-02 08:04:23 	lengmo 	Shutd0wn 	Isn’t there Li Lin who does the contract?
2021-02-02 08:05:16 	Shutd0wn 	lengmo 	She has done several contracts in 20 years
2021-02-02 08:05:18 	Shutd0wn 	lengmo 	You tell me
2021-02-02 08:07:09 	lengmo 	Shutd0wn 	There are still a lot... Many contracts in the Key Account Department are not only with Party A, but also with many subcontractors. If so, then make a list and see how much each has done
2021-02-02 08:07:54 	lengmo 	Shutd0wn 	And I think this system is unreasonable and should be changed.
2021-02-02 08:08:06 	lengmo 	Shutd0wn 	Business is business, just give bonuses, what about commissions
2021-02-02 08:09:49 	Shutd0wn 	lengmo 	It’s okay if I didn’t fire her
2021-02-02 08:11:52 	lengmo 	Shutd0wn 	There are still so many contracts, and the main thing in this contract is to deal with the delivery of many things with downstream suppliers. It's not that simple.
2021-02-02 08:12:08 	Shutd0wn 	lengmo 	The salary is gone, the money is calculated according to the contract
2021-02-02 08:12:16 	Shutd0wn 	lengmo 	What is your logic?
2021-02-02 08:12:21 	lengmo 	Shutd0wn 	Does Qin Xiaoxi think so too?··
2021-02-02 08:12:26 	Shutd0wn 	lengmo 	I don’t understand, isn’t the salary just for doing this job?
2021-02-02 08:12:34 	lengmo 	Shutd0wn 	Yes...that's what I mean...
2021-02-02 08:12:43 	Shutd0wn 	lengmo 	Qin Xiaoxi is willing to give it to him as a salesperson
2021-02-02 08:12:44 	lengmo 	Shutd0wn 	Isn’t Qin Xiaoxi’s salary for doing this? Why?
2021-02-02 08:12:54 	Shutd0wn 	lengmo 	Willing to take her
2021-02-02 08:13:23 	Shutd0wn 	lengmo 	I will say that her commission will be cut off, and Wang Zhe will also divide it from the sales commission
2021-02-02 08:13:43 	lengmo 	Shutd0wn 	You mean the sales took it out of his own pocket and gave it to Qin Xiaoxi?
2021-02-02 08:14:12 	lengmo 	Shutd0wn 	Isn’t the company paid based on sales performance?··
2021-02-02 08:14:14 	Shutd0wn 	lengmo 	Stop talking about this and don’t listen to other people
2021-02-02 08:14:30 	Shutd0wn 	lengmo 	I know who would say this
2021-02-02 08:14:47 	Shutd0wn 	lengmo 	Don’t you just dislike Qin Xiaoxi’s bonus?
2021-02-02 08:15:08 	lengmo 	Shutd0wn 	I mean, if the salesmen take it out of their own pockets, then there is nothing to say. It’s not given by the company
2021-02-02 08:15:13 	Shutd0wn 	lengmo 	Given by the company
2021-02-02 08:15:19 	Shutd0wn 	lengmo 	The system is very clear
2021-02-02 08:15:25 	Shutd0wn 	lengmo 	Execution system
2021-02-02 08:17:13 	lengmo 	Shutd0wn 	This makes other people who do the same thing feel unfair...
2021-02-02 08:17:47 	Shutd0wn 	lengmo 	It’s the same this year
2021-02-02 08:18:20 	lengmo 	Shutd0wn 	21 years gone?
2021-02-02 08:18:29 	Shutd0wn 	lengmo 	Both
2021-02-02 08:18:51 	lengmo 	Shutd0wn 	Actually, I think they should all be cancelled. Uniformly follow the form of bonus.
2021-02-02 08:21:50 	lengmo 	Shutd0wn 	There is also the company's contract area. Do you think it is necessary to merge them all into one? I had previously thought of merging them into the Ministry of Commerce and putting them under the unified management of Li Ping. People can be arranged to correspond with different departments. In this way, the contract is also managed in a unified manner
2021-02-02 08:22:53 	Shutd0wn 	lengmo 	If it’s running fine now, don’t move it
2021-02-02 08:23:03 	Shutd0wn 	lengmo 	Li Ping will have a summary table
2021-02-02 08:24:12 	lengmo 	Shutd0wn 	Okay
2021-02-02 08:24:12 	Shutd0wn 	lengmo 	The first priority now is to sign orders to level out costs
2021-02-02 08:24:17 	Shutd0wn 	lengmo 	Everything else is secondary
2021-02-02 08:27:26 	lengmo 	Shutd0wn 	en
2021-02-02 11:04:48 	lengmo 	Shutd0wn 	tpyrced_Technical Service Contract for Combating and Rectifying Internet-related Crimes 0201-Dali.docx
2021-02-02 11:06:15 	lengmo 	Shutd0wn 	Sugar-free
2021-02-02 11:10:13 	Shutd0wn 	lengmo 	Take our retreat?
2021-02-02 11:10:19 	Shutd0wn 	lengmo 	[Grin]
2021-02-02 11:10:39 	Shutd0wn 	lengmo 	360 has been doing a lot of sneaky things lately
2021-02-02 11:10:54 	lengmo 	Shutd0wn 	Dali Municipal Bureau
2021-02-02 11:11:16 	Shutd0wn 	lengmo 	They did it on purpose
2021-02-02 11:13:11 	lengmo 	Shutd0wn 	Dali Municipal Bureau originally negotiated with us
2021-02-02 11:13:20 	lengmo 	Shutd0wn 	Later Wutang posted this in the past
2021-02-02 11:13:44 	lengmo 	Shutd0wn 	The customer will let us see if he still prefers us, that is, whether we can cooperate with this cooperation plan
2021-02-02 11:14:25 	lengmo 	Shutd0wn 	Look at the content of the cooperation. If it can be realized, you can still collect a lot of money
2021-02-02 11:14:26 	Shutd0wn 	lengmo 	Yes
2021-02-02 11:14:38 	lengmo 	Shutd0wn 	They charge a 50W deposit first
2021-02-02 11:15:03 	lengmo 	Shutd0wn 	Just keep supporting
2021-02-02 11:15:35 	Shutd0wn 	lengmo 	We have to occupy it first
2021-02-02 11:15:45 	lengmo 	Shutd0wn 	Dali will definitely not be able to defeat us
2021-02-02 11:16:04 	lengmo 	Shutd0wn 	Just let me take a look at their cooperation plan first
2021-02-02 11:16:25 	Shutd0wn 	lengmo 	The trap has been taken over, but it cannot be taken over by them
2021-02-02 11:17:13 	lengmo 	Shutd0wn 	I plan to go after the new year
2021-02-02 11:18:25 	lengmo 	Shutd0wn 	If we can help them reach 80 million, we can still share a few million
2021-02-02 11:18:40 	Shutd0wn 	lengmo 	Hmm
2021-02-02 11:18:44 	lengmo 	Shutd0wn 	They actually have a problem that they did not consider
